City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Hyderabad,Warangal City Centre,Banjara Hills,159.68,Auto,312.8,17.9689,79.5941,17.4156,78.4347,Residential,Residential,Rain,Cold,Heavy,Low,City Road,1.0,Morning Rush,Weekend,Yes,Normal,12/28/2025,2052
Chennai,Anna Nagar,Tidel Park,389.55,Bike,1485.7,13.085,80.2101,12.9889,80.2437,Residential,IT Park,Clear,Warm,,High,City Road,3.0,Morning Rush,Weekday,No,Normal,12/26/2025,3417
Hyderabad,Ameerpet (nearby),Ameerpet Metro Station,218.14,Mini,1242.8,17.4472,78.434,17.4374,78.4487,Commercial,Metro Station,Fog,Cold,,Severe,City Road,6.0,Morning Rush,Weekday,No,Normal,11/20/2025,3104
Hyderabad,Rajiv Gandhi Intl Airport (Shamshabad) (nearby),HITEC City,110.82,Mini,249.8,17.2329,78.442,17.4483,78.3915,Airport,IT Park,Cloudy,Pleasant,,Low,City Road,2.0,Morning Rush,Weekday,No,Normal,6/18/2025,1679
Pune,Pune Railway Station,Shivajinagar Bus Stand,284.07,SUV,705.1,18.5285,73.8744,18.5312,73.8494,Railway Station,Bus Stand,Clear,Pleasant,,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,6/16/2025,5110
Delhi,Vasant Kunj,Cyber City Gurgaon,109.33,Bike,235.5,28.52,77.159,28.4949,77.0891,Residential,IT Park,Clear,Pleasant,,Low,City Road,2.0,,Weekday,No,Normal,3/24/2025,1040
Bangalore,Orion Mall,Phoenix Marketcity Whitefield,361.79,Mini,265.8,13.0108,77.5551,12.9974,77.6963,Mall,Mall,Clear,Warm,,Low,Expressway,0.0,Midday,Weekend,Yes,Festival,10/19/2025,4687
Hyderabad,HITEC City (nearby),Ameerpet Metro Station (nearby),150.51,Auto,575.6,17.4452,78.395,17.4467,78.4532,IT Park,Metro Station,Clear,Warm,,High,City Road,2.0,Late Night,Weekday,No,Normal,1/24/2025,1843
Chennai,Vellore City Centre,Adyar (nearby),220.4,Auto,434.7,12.9165,79.1325,12.9972,80.2453,Residential,Residential,,Hot,,Low,City Road,0.0,Night,Weekend,No,Normal,8/9/2025,2244
Pune,Kalyani Nagar,Magarpatta Cybercity,21.18,Auto,21.9,18.5474,73.9013,18.5158,73.9291,Residential,IT Park,Heavy Rain,Cold,Heavy,Moderate,Highway,0.0,Late Night,Weekend,No,Normal,2/9/2025,845
Pune -> Mumbai,Vanaz Metro Station,Andheri,171.02,SUV,133.9,18.5023,73.8074,19.1197,72.8468,Metro Station,Commercial,Fog,Warm,,High,Expressway,3.0,Morning Rush,Weekday,Yes,Normal,1/14/2025,3269
Chennai,Phoenix Marketcity Chennai (nearby),AG-DMS Metro Station (nearby),333.11,Bike,1093.9,12.9994,80.2172,13.0569,80.2458,Mall,Metro Station,Clear,Hot,,High,City Road,1.0,Midday,Weekend,No,Normal,12/7/2025,2768
Pune,Wakad,Savitribai Phule Pune University,322.45,Bike,345.0,18.598,73.7629,18.5529,73.8256,Residential,College,Cloudy,Warm,,High,Highway,0.0,Midday,Weekday,Yes,Normal,9/3/2025,2805
Chennai,Express Avenue Mall,Adyar,90.5,Sedan,86.0,13.0594,80.2599,13.0064,80.2565,Mall,Residential,Cloudy,Hot,,Low,Highway,1.0,Late Night,Weekend,Yes,Festival,4/5/2025,1746
Mumbai,Bandra,Ghatkopar Metro Station,91.21,Mini,63.4,19.0596,72.8295,19.0857,72.9086,Residential,Metro Station,Cloudy,Cold,,Low,Expressway,4.0,Late Night,Weekday,No,Normal,5/5/2025,1310
Pune,Kalyani Nagar (nearby),Savitribai Phule Pune University (nearby),327.1,Sedan,864.8,18.5525,73.8911,18.5521,73.8189,Residential,College,Clear,Pleasant,,Moderate,City Road,6.0,Night,Weekday,No,Normal,2/18/2025,4296
Delhi,DLF Mall of India Noida,Delhi University North Campus (nearby),372.23,XL,855.4,28.5679,77.326,28.6738,77.2213,Mall,College,Heavy Rain,Pleasant,Heavy,Low,City Road,0.0,Midday,Weekday,No,Normal,6/2/2025,7087
Mumbai,Dadar Railway Station (nearby),Malad,39.05,Auto,41.6,19.0258,72.8425,19.1875,72.8489,Railway Station,Residential,Clear,Pleasant,,High,Highway,0.0,Morning,Weekday,No,Normal,11/26/2025,674
Chennai,Phoenix Marketcity Chennai (nearby),Pondicherry City Centre,180.57,Sedan,149.1,12.9994,80.2172,11.9416,79.8083,Mall,Residential,Clear,Pleasant,,High,Expressway,0.0,Night,Weekday,No,Normal,8/13/2025,2692
Chennai,Tidel Park (nearby),Anna Nagar,135.64,Premium,277.5,13.002,80.2548,13.085,80.2101,IT Park,Residential,Cloudy,Pleasant,,Low,City Road,0.0,Night,Weekday,No,Normal,3/4/2025,3409
Mumbai,Bandra,Borivali,348.4,Auto,298.6,19.0596,72.8295,19.2307,72.8567,Residential,Residential,Cloudy,Warm,,Severe,Expressway,2.0,Morning Rush,Weekday,No,Normal,1/3/2025,3819
Pune,Shivajinagar Bus Stand,Wakad,34.33,Pool,124.6,18.5312,73.8494,18.598,73.7629,Bus Stand,Residential,Clear,Very Hot,,High,City Road,0.0,Midday,Weekday,No,Normal,1/16/2025,412
Pune,Vanaz Metro Station,Koregaon Park,85.24,Mini,90.9,18.5023,73.8074,18.5362,73.8938,Metro Station,Residential,Cloudy,Pleasant,,Moderate,Highway,2.0,Midday,Weekday,Yes,Normal,4/16/2025,1293
Mumbai,Dadar Railway Station,Mumbai University Kalina,301.23,SUV,1594.2,19.0186,72.844,19.0728,72.8826,Railway Station,College,Clear,Pleasant,,Severe,City Road,1.0,Morning Rush,Weekend,Yes,Normal,5/25/2025,5313
Chennai,OMR IT Corridor Sholinganallur,Express Avenue Mall,21.47,Sedan,20.3,12.901,80.2279,13.0594,80.2599,IT Park,Mall,Rain,Cold,Moderate,Low,Highway,0.0,Late Night,Weekday,No,Normal,2/11/2025,763
Mumbai,Thane,Powai Tech Park (nearby),197.52,Mini,477.9,19.2183,72.9781,19.1233,72.9038,Residential,IT Park,Clear,Warm,,Moderate,City Road,1.0,Evening Rush,Weekday,No,Normal,2/24/2025,2595
Bangalore,KSR Bangalore City Railway Station,Christ University (nearby),177.4,Auto,165.0,12.9767,77.5713,12.9233,77.5945,Railway Station,College,Cloudy,Cold,,Moderate,Highway,0.0,Late Night,Weekend,No,Normal,6/15/2025,2157
Pune,Hinjewadi IT Park Phase 2,FC Road,134.43,Auto,470.7,18.585,73.7307,18.5236,73.8412,IT Park,Commercial,Heavy Rain,Pleasant,Heavy,High,City Road,4.0,Late Night,Weekday,Yes,Normal,11/21/2025,2301
Bangalore,Electronic City,Christ University,158.43,Premium,156.4,12.8452,77.6602,12.9345,77.6069,IT Park,College,Clear,Warm,,High,Highway,3.0,Morning Rush,Weekday,Yes,Normal,10/21/2025,4024
Bangalore,Byappanahalli Metro Station,Koramangala (nearby),212.45,Bike,531.4,12.9915,77.6376,12.9382,77.6054,Metro Station,Residential,Cloudy,Pleasant,,Moderate,City Road,2.0,Midday,Weekend,No,Normal,6/1/2025,1791
Pune,Ruby Hall Clinic,Koregaon Park (nearby),65.39,SUV,45.9,18.5362,73.8785,18.5221,73.8987,Hospital,Residential,Clear,Hot,,Low,Expressway,1.0,Late Night,Weekend,No,Normal,6/15/2025,1382
Bangalore,Manipal Hospital Old Airport Road,Electronic City,229.23,Sedan,145.6,12.9583,77.6408,12.8452,77.6602,Hospital,IT Park,Cloudy,Warm,,Low,Expressway,0.0,Midday,Weekday,Yes,Normal,12/22/2025,3099
Mumbai,Andheri Metro Station,Andheri,322.37,XL,1616.5,19.1197,72.8468,19.1197,72.8468,Metro Station,Commercial,Clear,Warm,,Severe,City Road,3.0,Midday,Weekday,No,Normal,12/29/2025,5930
Delhi,Delhi University North Campus (nearby),Cyber City Gurgaon,304.3,Bike,213.6,28.6738,77.2213,28.4949,77.0891,College,IT Park,Clear,Cold,,Low,Expressway,1.0,Midday,Weekend,No,Normal,9/20/2025,2459
Chennai,Phoenix Marketcity Chennai (nearby),Vellore City Centre,62.41,Bike,51.1,12.9994,80.2172,12.9165,79.1325,Mall,Residential,Cloudy,Pleasant,,High,Expressway,0.0,Midday,Weekday,No,Normal,1/23/2025,761
Mumbai,Lilavati Hospital Bandra,Andheri Metro Station,60.55,Bike,79.3,19.0509,72.8259,19.1197,72.8468,Hospital,Metro Station,Rain,Cold,Light,Severe,Highway,0.0,Morning Rush,Weekend,No,Normal,3/8/2025,993
Chennai,Koyambedu (CMBT) Bus Stand,Chennai Central Railway Station,108.0,Mini,388.5,13.07,80.1959,13.0827,80.2707,Bus Stand,Railway Station,Fog,Pleasant,,High,City Road,0.0,Morning Rush,Weekend,Yes,Normal,12/27/2025,1571
Bangalore,Byappanahalli Metro Station,Manipal Hospital Old Airport Road,145.07,Sedan,140.5,12.9915,77.6376,12.9583,77.6408,Metro Station,Hospital,Cloudy,Warm,,Moderate,Highway,0.0,Evening Rush,Weekday,Yes,Normal,1/31/2025,2430
Bangalore,Koramangala 5th Block,Tumkur City Centre,163.97,XL,133.1,12.9352,77.6146,13.3379,77.1173,Residential,Residential,Cloudy,Pleasant,,Moderate,Expressway,0.0,Night,Weekday,No,Normal,9/16/2025,3329
Chennai,Anna Nagar,Phoenix Marketcity Chennai,272.2,SUV,215.2,13.085,80.2101,12.9909,80.2183,Residential,Mall,Clear,Hot,,Moderate,Expressway,1.0,Midday,Weekday,Yes,Normal,7/22/2025,4888
Delhi,Rohini,New Delhi Railway Station,23.62,Premium,24.2,28.7495,77.0565,28.643,77.2194,Residential,Railway Station,Clear,Very Hot,,High,Highway,0.0,Evening,Weekend,No,Normal,1/12/2025,871
Hyderabad,Charminar,Forum Sujana Mall Kukatpally,14.83,Mini,15.0,17.3616,78.4747,17.493,78.4085,Commercial,Mall,Clear,Pleasant,,High,Highway,0.0,Evening Rush,Weekend,No,Normal,5/4/2025,510
Delhi,Select Citywalk Mall Saket (nearby),Saket,157.37,Mini,426.9,28.5408,77.233,28.5245,77.2066,Mall,Residential,Rain,Cold,Heavy,Moderate,City Road,2.0,Midday,Weekday,No,Normal,8/4/2025,2098
Bangalore -> Coimbatore,KSR Bangalore City Railway Station,Coimbatore City Centre,279.17,Bike,228.1,12.9767,77.5713,11.0168,76.9558,Commercial,Railway Station,Cloudy,Hot,,High,Expressway,3.0,Evening,Weekday,Yes,Festival,9/12/2025,2703
Bangalore,Whitefield IT Park,Christ University,78.18,Mini,66.6,12.9698,77.75,12.9345,77.6069,IT Park,College,Clear,Pleasant,,High,Expressway,0.0,Midday,Weekday,Yes,Festival,3/21/2025,1435
Delhi,Rohini (nearby),Kashmere Gate ISBT (nearby),256.96,Bike,1410.4,28.7601,77.0537,28.6699,77.2166,Residential,Bus Stand,Clear,Pleasant,,Severe,City Road,0.0,Midday,Weekday,No,Major Event,3/19/2025,2605
Pune -> Kolhapur,"Swargate Bus Stand, Pune",Kolhapur City Centre,104.67,Mini,75.0,18.5008,73.8577,16.705,74.2433,Commercial,Bus Stand,Clear,Warm,,Low,Expressway,0.0,Night,Weekday,No,Normal,4/18/2025,1315
Mumbai,Phoenix Marketcity Kurla (nearby),Powai Tech Park,354.55,XL,348.7,19.0753,72.8758,19.1176,72.906,Mall,IT Park,Clear,Pleasant,,Low,Highway,1.0,Morning Rush,Weekday,No,Normal,3/10/2025,6546
Bangalore,Manyata Tech Park,Orion Mall,358.38,Bike,668.3,13.045,77.62,,77.5551,IT Park,Mall,Clear,Pleasant,,Moderate,Rural Road,2.0,Late Night,Weekday,No,Normal,9/19/2025,3377
Pune -> Mumbai,Malad,Hinjewadi IT Park Phase 2,119.62,Auto,99.7,19.1875,72.8489,18.585,73.7307,Residential,IT Park,Clear,Hot,,Low,Highway,1.0,Night,Weekday,No,Normal,1/28/2025,1448
Pune,Hinjewadi IT Park Phase 1,Phoenix Marketcity Mall,92.77,Mini,207.0,18.5913,73.7389,18.561,73.9169,IT Park,Mall,Rain,Cold,Moderate,Low,City Road,2.0,Late Night,Weekday,No,Normal,12/4/2025,1536
Mumbai,Bandra,Colaba,165.11,Bike,141.6,19.0596,72.8295,18.9067,72.8147,Residential,Commercial,Cloudy,Pleasant,,Low,Highway,1.0,Late Night,Weekday,Yes,Normal,3/21/2025,1627
Bangalore,Phoenix Marketcity Whitefield,Jayanagar,96.97,Pool,100.5,12.9974,77.6963,12.925,77.5938,Mall,Residential,Clear,Very Hot,,Moderate,Highway,6.0,Midday,Weekday,No,Normal,2/20/2025,952
Delhi,Karol Bagh,Max Hospital Saket,269.28,Mini,542.4,28.6519,77.1909,28.5273,77.215,Residential,Hospital,Heavy Rain,Pleasant,Moderate,Moderate,Rural Road,1.0,Midday,Weekday,No,Normal,6/17/2025,3546
Chennai,AG-DMS Metro Station,Chennai Central Railway Station,330.6,Auto,720.3,13.0475,80.2437,13.0827,80.2707,Metro Station,Railway Station,Clear,Pleasant,,Low,City Road,0.0,Late Night,Weekday,No,Normal,5/23/2025,3590
Mumbai,Worli,Mumbai University Kalina,269.56,Bike,270.2,19.0176,72.8162,19.0728,72.8826,Residential,College,Rain,Pleasant,Light,Moderate,Highway,1.0,Evening Rush,Weekend,No,Normal,5/4/2025,2728
Mumbai,Bandra,Lilavati Hospital Bandra (nearby),329.92,Bike,859.5,19.0596,72.8295,19.0498,72.8235,Residential,Hospital,Clear,Warm,,Moderate,City Road,0.0,Midday,Weekday,Yes,Normal,1/23/2025,2883
Bangalore,MG Road Metro Station,Marathahalli,159.4,Bike,168.7,12.9757,77.608,12.9569,77.7011,Metro Station,Commercial,Fog,Pleasant,,High,Highway,0.0,Evening Rush,Weekend,Yes,Normal,9/13/2025,1839
Chennai,Express Avenue Mall,Tidel Park (nearby),63.37,Mini,161.7,13.0594,80.2599,13.002,80.2548,Mall,IT Park,Clear,Pleasant,,Moderate,City Road,0.0,Evening Rush,Weekday,No,Normal,5/26/2025,1014
Delhi,Select Citywalk Mall Saket,Max Hospital Saket,295.44,Bike,795.7,28.5285,77.219,28.5273,77.215,Mall,Hospital,Clear,Warm,,Moderate,City Road,0.0,Late Night,Weekend,Yes,Normal,10/26/2025,2594
Bangalore,Christ University,Koramangala,144.83,Bike,398.4,12.9345,77.6069,12.9352,77.6146,College,Residential,Clear,Cold,,Moderate,City Road,0.0,Late Night,Weekday,No,Normal,3/12/2025,1307
Mumbai -> Pune,Viman Nagar,St. Xavier's College,268.84,Sedan,208.5,18.5679,73.9143,18.9467,72.8296,Residential,College,Heavy Rain,Cold,Heavy,Moderate,Expressway,1.0,Midday,Weekend,No,Normal,9/13/2025,4275
Bangalore,Hebbal (nearby),Kempegowda Bus Station (Majestic),108.99,Mini,359.6,13.0485,77.5839,12.9767,77.5713,Residential,Bus Stand,Clear,Hot,,High,City Road,0.0,Late Night,Weekday,No,Normal,1/27/2025,1443
Pune,Magarpatta Cybercity,Savitribai Phule Pune University,33.41,Auto,40.4,18.5158,73.9291,18.5529,73.8256,IT Park,College,Clear,Cold,,Severe,Highway,0.0,Night,Weekday,Yes,Public Holiday,7/30/2025,855
Mumbai,Andheri Metro Station,Thane,397.04,Auto,455.2,19.1197,72.8468,19.2183,72.9781,Metro Station,Residential,Rain,Warm,Moderate,High,Highway,0.0,Morning Rush,Weekday,No,Normal,4/22/2025,4734
Pune,Seasons Mall Magarpatta,Camp (Pune Camp),63.32,XL,132.4,18.5155,73.9294,18.5122,73.8804,Mall,Commercial,Clear,Hot,,Low,City Road,4.0,Midday,Weekend,No,Normal,9/27/2025,1474
Bangalore,HSR Layout,Manyata Tech Park,395.38,Comfort,1045.1,,77.6474,13.045,77.62,Residential,IT Park,Cloudy,Pleasant,,Moderate,City Road,1.0,Late Night,Weekend,Yes,Major Event,8/31/2025,6116
Bangalore,KSR Bangalore City Railway Station,RV College of Engineering,390.93,SUV,1438.9,12.9767,77.5713,12.9237,77.4989,Railway Station,College,Cloudy,Very Hot,,High,City Road,3.0,Midday,Weekend,Yes,Normal,6/22/2025,6628
Mumbai,Andheri,Powai Tech Park (nearby),317.73,Mini,859.7,19.1197,72.8468,19.1233,72.9038,Commercial,IT Park,Clear,Warm,,Moderate,City Road,2.0,Midday,Weekday,No,Normal,6/11/2025,3887
Chennai,Express Avenue Mall,Koyambedu (CMBT) Bus Stand (nearby),264.11,SUV,233.6,13.0594,80.2599,13.0764,80.1995,Mall,Bus Stand,Cloudy,Cold,,Low,Highway,3.0,Evening Rush,Weekday,Yes,Normal,3/19/2025,4941
Mumbai,Borivali (nearby),Infiniti Mall Malad,231.55,XL,653.6,19.2348,72.844,19.1759,72.8397,Residential,Mall,Heavy Rain,Cold,Heavy,Moderate,City Road,1.0,Midday,Weekday,Yes,Normal,11/26/2025,4939
Delhi,Dwarka Sector 21 Metro,Dwarka Sector 21 Metro (nearby),346.57,Bike,681.0,28.5522,77.0585,28.5398,77.0574,Metro Station,Metro Station,Cloudy,Cold,,Low,City Road,1.0,Late Night,Weekend,Yes,Normal,6/28/2025,3054
Delhi,Kashmere Gate ISBT (nearby),Rajiv Chowk Metro Station,116.49,SUV,111.5,28.6699,77.2166,28.6328,77.2197,Bus Stand,Metro Station,Cloudy,Warm,,Severe,Expressway,1.0,Evening Rush,Weekday,No,Normal,10/21/2025,2346
Delhi,Indira Gandhi International Airport,Select Citywalk Mall Saket,187.6,Auto,365.4,28.5562,77.1,28.5285,77.219,Airport,Mall,Clear,Hot,,Low,City Road,0.0,Morning Rush,Weekday,No,Normal,10/13/2025,2214
Pune,Shivajinagar Railway Station,Wakad,248.14,Go,221.7,18.5308,73.8475,18.598,73.7629,Railway Station,Residential,Heavy Rain,Pleasant,Heavy,Moderate,Highway,0.0,Late Night,Weekday,No,Normal,8/7/2025,3014
Bangalore,Tumkur City Centre,Orion Mall,165.06,Sedan,620.6,13.3379,77.1173,13.0108,77.5551,Residential,Mall,Rain,Pleasant,Moderate,High,City Road,1.0,Midday,Weekday,No,Normal,2/25/2025,2739
Pune,Kalyani Nagar,Swargate Bus Stand (nearby),171.57,XL,114.3,18.5474,73.9013,18.5076,73.8692,Residential,Bus Stand,Clear,Warm,,Low,Expressway,2.0,Midday,Weekday,No,Normal,8/20/2025,3110
Pune,Koregaon Park (nearby),Aundh,132.78,Sedan,363.8,18.5221,73.8987,18.559,73.8077,Residential,Residential,Clear,Pleasant,,Moderate,City Road,1.0,Evening Rush,Weekend,No,Normal,12/7/2025,1988
Delhi,Dwarka (nearby),Anand Vihar ISBT,226.13,Auto,503.0,28.5914,77.051,28.6469,77.3152,Residential,,Cloudy,Warm,,Low,City Road,0.0,Morning,Weekday,Yes,Normal,8/1/2025,2477
Bangalore,Manyata Tech Park,HSR Layout (nearby),340.38,Auto,1272.8,13.045,77.62,12.9036,77.6387,IT Park,Residential,Clear,Warm,,High,City Road,0.0,Midday,Weekday,Yes,Festival,10/3/2025,4132
Pune,Swargate Bus Stand (nearby),Aundh (nearby),81.41,Mini,311.6,18.5076,73.8692,18.5589,73.8061,Bus Stand,Residential,Clear,Warm,,High,City Road,0.0,Late Night,Weekend,No,Normal,8/16/2025,1204
Hyderabad,Ameerpet (nearby),Ameerpet Metro Station,373.84,Mini,290.1,17.4472,78.434,17.4374,78.4487,Commercial,Metro Station,Clear,Hot,,High,Expressway,4.0,Late Night,Weekday,No,Major Event,11/13/2025,4756
Bangalore,Malleswaram,Orion Mall,275.95,SUV,602.7,13.0037,77.573,13.0108,77.5551,Residential,Mall,Clear,Hot,,Low,City Road,2.0,Late Night,Weekday,No,Normal,9/2/2025,4325
Delhi,Cyber City Gurgaon,Saket (nearby),329.49,Sedan,229.0,28.4949,77.0891,28.5189,77.1967,IT Park,Residential,Clear,Warm,,Moderate,Expressway,2.0,Late Night,Weekday,No,Normal,2/18/2025,4697
Bangalore,Kempegowda International Airport,Manipal Hospital Old Airport Road (nearby),222.92,Auto,574.8,13.1986,77.7066,12.9667,77.6281,Airport,Hospital,Cloudy,Pleasant,,Moderate,City Road,1.0,Late Night,Weekday,No,Normal,4/15/2025,2394
Bangalore,Mysore Palace Area,Silk Board Junction,312.03,Sedan,268.7,12.2958,76.6394,12.9172,77.6228,Residential,Commercial,Clear,Pleasant,,High,Expressway,0.0,Morning Rush,Weekday,No,Normal,9/8/2025,4705
Bangalore,Electronic City,Indiranagar,7.46,Sedan,7.2,12.8452,77.6602,12.9719,77.6412,IT Park,Residential,Cloudy,Hot,,Moderate,Highway,0.0,Midday,Weekday,Yes,Festival,6/3/2025,621
Chennai,Vellore City Centre,Chennai Central Railway Station (nearby),327.53,Auto,291.6,12.9165,79.1325,13.0879,80.2578,Residential,Railway Station,Clear,Pleasant,,Severe,Expressway,3.0,Morning Rush,Weekend,No,Normal,1/11/2025,3766
Delhi,Select Citywalk Mall Saket,New Delhi Railway Station,17.02,Auto,89.4,28.5285,77.219,28.643,77.2194,Mall,Railway Station,Clear,Hot,,Severe,City Road,1.0,Morning,Weekday,Yes,Public Holiday,10/20/2025,668
Mumbai,Dadar Railway Station,Chhatrapati Shivaji Maharaj Terminus,356.08,Pool,768.6,19.0186,72.844,18.9398,72.8355,Railway Station,Railway Station,Rain,Pleasant,Moderate,Low,City Road,0.0,Late Night,Weekday,No,Normal,10/8/2025,3103
Mumbai,Lilavati Hospital Bandra,Lower Parel,396.79,Premium,389.3,19.0509,72.8259,19.0,72.83,Hospital,Commercial,Rain,Pleasant,Light,Low,Highway,1.0,Late Night,Weekday,Yes,Normal,8/13/2025,9004
Hyderabad,Ameerpet,Apollo Hospital Jubilee Hills,118.33,Auto,97.5,17.4374,78.4487,17.4272,78.4076,Commercial,Hospital,Clear,Warm,,Low,Highway,6.0,Late Night,Weekday,No,Normal,8/19/2025,1486
Bangalore,Orion Mall,Koramangala (nearby),84.92,SUV,77.5,13.0108,77.5551,12.9382,77.6054,Mall,Residential,Clear,Warm,,Low,Highway,1.0,Late Night,Weekday,Yes,Normal,6/23/2025,1861
Mumbai,St. Xavier's College,Dadar Railway Station (nearby),306.38,Sedan,687.9,18.9467,72.8296,19.0258,72.8425,College,Railway Station,Clear,Warm,,Low,City Road,0.0,Evening Rush,Weekday,No,Normal,3/26/2025,4442
Delhi,New Delhi Railway Station,JNU,101.96,Auto,110.4,28.643,77.2194,28.5383,77.1641,Railway Station,College,Cloudy,Very Hot,,High,Highway,2.0,Midday,Weekday,No,Normal,1/23/2025,1440
Pune,Savitribai Phule Pune University,Seasons Mall Magarpatta,346.36,Auto,257.3,18.5529,73.8256,18.5155,73.9294,College,Mall,Fog,Pleasant,,High,Expressway,0.0,Evening Rush,Weekday,No,Normal,5/19/2025,3747
Hyderabad,Jubilee Hills,Ameerpet Metro Station,42.03,Bike,148.8,17.4326,78.4071,17.4374,78.4487,Residential,Metro Station,Clear,Pleasant,,High,City Road,4.0,Late Night,Weekday,No,Normal,3/26/2025,628
Pune,Swargate Bus Stand (nearby),Ruby Hall Clinic,51.26,Mini,130.3,18.5076,73.8692,18.5362,73.8785,Bus Stand,Hospital,Clear,Pleasant,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,7/11/2025,632
Pune,Shivajinagar Railway Station (nearby),Phoenix Marketcity Mall,391.68,Premium,1921.2,18.5176,73.8609,18.561,73.9169,Railway Station,Mall,Cloudy,Warm,,Severe,City Road,0.0,Morning,Weekday,No,Normal,1/31/2025,8609
Mumbai,Borivali,St. Xavier's College (nearby),269.86,Auto,283.3,19.2307,72.8567,18.934,72.8319,Residential,College,Cloudy,Very Hot,,Moderate,Highway,0.0,Evening,Weekend,No,Normal,6/22/2025,3068
Bangalore,Manyata Tech Park,Christ University,338.91,Premium,893.3,13.045,77.62,12.9345,77.6069,IT Park,College,Clear,Warm,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,10/10/2025,7333
Pune,Kothrud,Savitribai Phule Pune University,130.41,Pool,494.1,18.5074,73.8077,18.5529,73.8256,Residential,College,Cloudy,Cold,,High,City Road,4.0,Late Night,Weekend,Yes,Public Holiday,8/10/2025,1516
Pune,Baner,Savitribai Phule Pune University,270.92,Auto,602.1,18.5596,73.7768,18.5529,73.8256,Residential,College,Clear,Pleasant,,Low,City Road,2.0,Night,Weekend,No,Normal,7/6/2025,2751
Mumbai,Borivali Bus Depot,Juhu,238.1,Comfort,648.0,19.2298,72.857,19.1075,72.8263,Bus Stand,Residential,Clear,Hot,,Moderate,City Road,3.0,Midday,Weekday,Yes,Normal,1/24/2025,3587
Pune,Magarpatta Cybercity,Pimpri,241.66,Auto,237.7,18.5158,73.9291,18.6298,73.7997,IT Park,Commercial,Rain,Pleasant,Light,High,Highway,0.0,Night,Weekend,No,Major Event,10/11/2025,3384
Delhi,Dwarka Sector 21 Metro (nearby),Rajiv Chowk Metro Station,273.33,Mini,292.8,28.5539,77.0629,28.6328,77.2197,Metro Station,Metro Station,Clear,Pleasant,,High,Highway,1.0,Night,Weekday,No,Normal,12/11/2025,3167
Chennai,Apollo Hospital Greams Road,Chennai International Airport,230.57,Bike,456.3,13.0604,80.2496,12.9941,80.1709,Hospital,Airport,Fog,Cold,,Low,City Road,1.0,Night,Weekday,No,Normal,3/4/2025,2058
Pune,Savitribai Phule Pune University,Seasons Mall Magarpatta,172.2,Mini,201.7,18.5529,73.8256,18.5155,73.9294,College,Mall,Clear,Warm,,High,Highway,1.0,Night,Weekday,Yes,Normal,3/13/2025,2231
Hyderabad,HITEC City,Banjara Hills,111.09,Bike,273.5,17.4483,78.3915,17.4156,78.4347,IT Park,Residential,Fog,Pleasant,,Moderate,City Road,0.0,Late Night,Weekday,Yes,Festival,8/27/2025,1339
Pune,Aundh,Sassoon General Hospital,307.66,Mini,320.6,18.559,73.8077,18.5195,73.8664,Residential,Hospital,Cloudy,Cold,,High,Highway,0.0,Evening Rush,Weekend,Yes,Normal,4/19/2025,3868
Pune,Magarpatta Cybercity,Pune Railway Station,91.28,,64.1,18.5158,73.9291,18.5285,73.8744,IT Park,Railway Station,Clear,Pleasant,,Low,Expressway,0.0,Evening Rush,Weekday,Yes,Normal,9/9/2025,1307
Chennai,Chennai Central Railway Station,T Nagar,277.25,Black,238.3,13.0827,80.2707,13.0418,80.2341,Railway Station,Commercial,Fog,Cold,,Low,Highway,0.0,Midday,Weekday,Yes,Normal,3/12/2025,8412
Hyderabad,Gachibowli IT Park,Ameerpet,94.1,SUV,80.0,17.4401,78.3489,17.4374,78.4487,IT Park,Commercial,Clear,Hot,,Low,Highway,0.0,Evening Rush,Weekday,Yes,Normal,9/8/2025,2050
Hyderabad,Ameerpet Metro Station (nearby),Ameerpet (nearby),250.51,Mini,206.2,17.4467,78.4532,17.4472,78.434,Metro Station,Commercial,Rain,Cold,Moderate,High,Expressway,1.0,Evening Rush,Weekday,Yes,Normal,10/13/2025,3530
Bangalore,Phoenix Marketcity Whitefield,MG Road,299.08,Auto,578.9,12.9974,77.6963,12.9757,77.6079,Mall,Commercial,Clear,Pleasant,,Low,City Road,2.0,Late Night,Weekday,Yes,Public Holiday,9/8/2025,3156
Pune,Vanaz Metro Station,Ruby Hall Clinic,88.27,Auto,169.8,18.5023,73.8074,18.5362,73.8785,Metro Station,Hospital,Cloudy,Pleasant,,Low,City Road,2.0,Midday,Weekday,No,Major Event,5/19/2025,1307
Bangalore,Tumkur City Centre,Christ University (nearby),24.92,XL,127.6,13.3379,77.1173,12.9233,77.5945,Residential,College,Clear,Hot,,Severe,City Road,0.0,Morning Rush,Weekend,Yes,Normal,10/11/2025,900
